Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,ISSN,ISBN,CODEN,Document Type,Publication Stage,Open Access,Source,EID
"Cash D.","57194847885;","Moving a library collection",2001,"Public Library Quarterly","20","4",,"17","28",,2,"10.1300/J118v20n04_03","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34547518661&doi=10.1300%2fJ118v20n04_03&partnerID=40&md5=2bf06cb133b9732bc4132493366b0c49","Warr Acres Public Library, 5901 NW 63rd, Warr Acres, OK, 73132, United States","Cash, D., Warr Acres Public Library, 5901 NW 63rd, Warr Acres, OK, 73132, United States","The key to a smooth library relocation is planning. Experts in moving library collections recommend when and which items to move, determining collection size for proper shelving, the personnel, library services during the move, handling and transporting the collection, and communication. In its recent move, the Fort Smith Public Library had a serious breach with the experts and moved when the new building was not finished. There were other less serious problems with inter-building communication and shelf measurements. These incidents should serve as a wake-up call for libraries planning a move. © 2001 by The Haworth Press, Inc. All rights reserved.","Collection measurement; Collection relocation; Collection transportation; Inter-library communication; Moving a collection",01616846,,,Article,"Final","",Scopus,2-s2.0-34547518661
"Krentzin A.","57066985100;","ALEX … The Librarian",2001,"Public Library Quarterly","20","3",,"39","",,,"10.1300/J118v20n03_04","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85023580263&doi=10.1300%2fJ118v20n03_04&partnerID=40&md5=9e47efb22dde4d4e3d1d5c7071e057d0","4157 Cooper Street, Royal Oak, MI, 48073, United States","Krentzin, A., 4157 Cooper Street, Royal Oak, MI, 48073, United States",[No abstract available],,01616846,,,Article,"Final","",Scopus,2-s2.0-85023580263
"Waters R.L.","25633419200;","Editorial",2001,"Public Library Quarterly","20","3",,"1","2",,,"10.1300/J118v20n03_01","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85023493861&doi=10.1300%2fJ118v20n03_01&partnerID=40&md5=2e44052133ffc95ad58980c7401b35ce",,"Waters, R.L.",[No abstract available],,01616846,,,Editorial,"Final","",Scopus,2-s2.0-85023493861
"Krentzin A.","57066985100;","ALEX … The Librarian",2001,"Public Library Quarterly","20","2",,"49","",,,"10.1300/J118v20n02_05","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85023494056&doi=10.1300%2fJ118v20n02_05&partnerID=40&md5=95a3e9f3715af6026f8ecc92491d914d","4157 Cooper Street, Royal Oak, MI, 48073, United States","Krentzin, A., 4157 Cooper Street, Royal Oak, MI, 48073, United States",[No abstract available],,01616846,,,Note,"Final","",Scopus,2-s2.0-85023494056
"Waters R.L.","25633419200;","So, design me a box–part three",2001,"Public Library Quarterly","20","3",,"29","37",,,"10.1300/J118v20n03_03","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85023493623&doi=10.1300%2fJ118v20n03_03&partnerID=40&md5=fed3c024c46767cda8b14e51d53d644c","Providence Associates Inc., Library Planners and Consultants, 488 Mill Drive, Second Floor, Cottonwood, AZ, 86326-5340, United States","Waters, R.L., Providence Associates Inc., Library Planners and Consultants, 488 Mill Drive, Second Floor, Cottonwood, AZ, 86326-5340, United States","This is the third part of the series concerning the building of a new Central Library for the Jacksonville Public Library via a design competition. In this segment, the resolution of the historic buildings issue is presented as well as an examination of some of the questions raised by the four architectural firms involved in the competition. A tour of already completed new large public library buildings is also discussed. © 2001 by The Haworth Press, Inc. All rights reserved.","Building tours; Cost projections; Design competition; Design schemes; Design workshops; Historic buildings; Library buildings",01616846,,,Article,"Final","",Scopus,2-s2.0-85023493623
"Hafter N.E.","26031998200;","For your reference collection? Publications of interest",2001,"Public Library Quarterly","20","3",,"61","63",,,"10.1300/J118v20n03_06","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85023480075&doi=10.1300%2fJ118v20n03_06&partnerID=40&md5=82f7db0cf1564c06bf57571c1cab40a7","Enoch Pratt Free Library, Baltimore, MD, United States","Hafter, N.E., Enoch Pratt Free Library, Baltimore, MD, United States",[No abstract available],,01616846,,,Article,"Final","",Scopus,2-s2.0-85023480075
"Paradis O., Towns B.","57030366300;57194847015;","Even if you build it, they may not come",2001,"Public Library Quarterly","20","2",,"37","47",,,"10.1300/J118v20n02_04","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85023479087&doi=10.1300%2fJ118v20n02_04&partnerID=40&md5=3626b8843d581ab38d44f36e2029e7e7","Jones Library, Baylor University, Waco, TX, United States; Moody Library, Baylor University, Waco, TX, United States","Paradis, O., Jones Library, Baylor University, Waco, TX, United States; Towns, B., Moody Library, Baylor University, Waco, TX, United States","In spring 1999, the Baylor University libraries began a one-year trial project of an information and referral desk in the main library to enhance service to students, faculty, and the community. In this article, the authors will provide a description of how the library planned and implemented the establishment of the desk, including the mission statement, training, usage statistics, observations from a university psychologist, and comments by the authors concerning how the outcome could have ended differently. Total staff involvement in the preparation of any endeavor requiring change among employees in either a public library or academic setting is an absolute necessity for final success. © 2001 by The Haworth Ress, Inc. All rights reserved.","Changes in the workplace; Information and referral desk; Patron assistance; Psychological reactance; Public service; Staff training",01616846,,,Article,"Final","",Scopus,2-s2.0-85023479087
"Harding P.","57194847924;","Planning and change management: A strategic partnership",2001,"Public Library Quarterly","20","2",,"3","16",,3,"10.1300/J118v20n02_02","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85023473298&doi=10.1300%2fJ118v20n02_02&partnerID=40&md5=8adbe4f3b8008c2f0f412e3c6654e53f","Vancouver Public Library, BC, Canada","Harding, P., Vancouver Public Library, BC, Canada","This article discusses the thinking that preceded the establishment of the author’s position as Director of Strategic Planning and Change. The Vancouver Public Library’s management structure is reviewed, as is the nature and scope of the position and the accompanying work. Examples of the work of the position are included. © 2001 by The Haworth Ress, Inc. All rights reserved.","Change agent; Management structures; Marketing; Organization chart; Organizational structure; Planning; Staff development; Strategic planning",01616846,,,Article,"Final","",Scopus,2-s2.0-85023473298
"Waters R.L.","25633419200;","Editorial",2001,"Public Library Quarterly","20","2",,"1","2",,,"10.1300/J118v20n02_01","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85023457306&doi=10.1300%2fJ118v20n02_01&partnerID=40&md5=086f7d64609ee61401a08aa030a0b9ab",,"Waters, R.L.",[No abstract available],,01616846,,,Editorial,"Final","",Scopus,2-s2.0-85023457306
"Waters R.L.","25633419200;","So, design me a box–part two",2001,"Public Library Quarterly","20","2",,"17","36",,,"10.1300/J118v20n02_03","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85023456205&doi=10.1300%2fJ118v20n02_03&partnerID=40&md5=6053d5cefc7a0c47337438445a5a1d8b","Providence Associates Inc., Library Planners and Consultants, Denton, TX, United States","Waters, R.L., Providence Associates Inc., Library Planners and Consultants, Denton, TX, United States","The design competition rules for the new Jacksonville Central Library, as well as a non-disclosure statement that all parties had to sign, are reviewed. In addition, the results of the first Workshop with the four competing firms are presented. © 2001 by The Haworth Ress, Inc. All rights reserved.","Architects; Competition guidelines; Concepts; Customers; Design competition; Design schemes; Historical considerations; Massing",01616846,,,Article,"Final","",Scopus,2-s2.0-85023456205
"Pankl R.R.","6505506945;","Marketing practical information",2001,"Public Library Quarterly","20","3",,"41","60",,,"10.1300/J118v20n03_05","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85023436004&doi=10.1300%2fJ118v20n03_05&partnerID=40&md5=05ef0d3f92f955c9c06943d48f8ec1e1","Tacoma Public Library, Tacoma, WA, United States","Pankl, R.R., Tacoma Public Library, Tacoma, WA, United States","Providing practical information, which can be valued monetarily and enhances the economic well being of those who use it, is an important function of the public library. Most public libraries, however, do not aggressively market this niche. Precedence is given to marketing the library as an educational and cultural institution. This role has had a long and dominant history. Traditionally, public perceptions of the library and other factors have made it difficult to broaden library marketing to focus on other information segments. Over time, this bias erodes the viability and relevance of the public library since other organizations usurp the niche. Methods for broadening the library's marketing focus to include practical information are outlined. © 2001 by The Haworth Press, Inc. All rights reserved.","Cultural; Do-it-yourself; Economic; Educational; Librarians; Marketing; Measurable; Niche; Promotions; Public libraries; Reading; Segment",01616846,,,Article,"Final","",Scopus,2-s2.0-85023436004
"Larkin-Lieffers P.A.","6503931232;","Informational picture books in the library: Do young children find them?",2001,"Public Library Quarterly","20","3",,"3","28",,7,"10.1300/J118v20n03_02","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84990063864&doi=10.1300%2fJ118v20n03_02&partnerID=40&md5=b55c55325d88f0fa6216dd2c7a41f57c","Master of Library and Information Studies, University of Alberta, Canada","Larkin-Lieffers, P.A., Master of Library and Information Studies, University of Alberta, Canada","Ten public libraries were surveyed to evaluate access for young children, aged 4 ½ to 6 years, to age appropriate informational picture books. Location of books, types of shelving, and displays were noted for both fiction and informational books, and unobtrusive observations of young children browsing were conducted in three of the libraries. The findings confirmed children's preference for books in eye level face front shelving in high traffic areas especially near the children's area seating; most children did not explore far from parents. Visits by children to hardcover fiction, paperback fiction, and paperback informational picture books, were balanced. However, hardcover informational picture books were missed due to less accessible locations, oversize shelving, and fewer displays. The role of accompanying parents in finding materials was pivotal. Improving access for young children to a wide variety of books in their public libraries supports both recreational and educational needs, and needs to be considered in library layout. © 2001 by The Haworth Press, Inc. All rights reserved.","Book access; Fiction; Five year olds; Kindergarten; Library design; Nonfiction; Public library",01616846,,,Article,"Final","",Scopus,2-s2.0-84990063864
"Waters R.L.","25633419200;","Editorial",2001,"Public Library Quarterly","20","1",,"1","2",,,"10.1300/J118v20n01_01","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85023585175&doi=10.1300%2fJ118v20n01_01&partnerID=40&md5=2ba52ff220b37bd525f569a56012c1dd",,"Waters, R.L.",[No abstract available],,01616846,,,Editorial,"Final","",Scopus,2-s2.0-85023585175
"Sivulich K.G.","35178610900;","So, design me a box-part one",2001,"Public Library Quarterly","20","1",,"3","8",,,"10.1300/J118v20n01_02","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85023566299&doi=10.1300%2fJ118v20n01_02&partnerID=40&md5=e589688e0ce5937b7d2b1ee2188a2897","Jacksonville Public Library, Jacksonville, FL, United States","Sivulich, K.G., Jacksonville Public Library, Jacksonville, FL, United States","Jacksonville voters approved a sales tax increase September 2000 to improve library services, including a major new downtown Central Library. In an orientation meeting as part of the Architectural Design Competition, the Library Director lays out a series of dos and don'ts for the four architectural firms that will compete for the commission. © 2001 by The Haworth Ress, Inc. All rights reserved.","Acoustics; Central library; Children; Design; Flexibility; Functionality; Library space planning; Lighting; Public art",01616846,,,Article,"Final","",Scopus,2-s2.0-85023566299
"Waters R.L.","25633419200;","Thinking about the next three to five years",2001,"Public Library Quarterly","20","1",,"53","59",,,"10.1300/J118v20n01_07","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85023551928&doi=10.1300%2fJ118v20n01_07&partnerID=40&md5=5299afceb3bfea90f37cc4cd380e0834","Public Library Quarterly, Denton, TX, United States","Waters, R.L., Public Library Quarterly, Denton, TX, United States","Libraries face critical issues all the time. What about the next three to five years? To plan successfully for what lies ahead, public libraries will need to envision the long-term goals of the key stakeholders in the community and then enact a plan to meet those goals. This happens by making wise choices today. © 2001 by The Haworth Ress, Inc. All rights reserved.","Choices; Cultural diversity; Demographicsr; Equitable access to information; New paradigms for work; Prosperous businesses; Special needs of youth; Vision",01616846,,,Article,"Final","",Scopus,2-s2.0-85023551928
"Bausch C.","57194847875;","Unique public library facility opens",2001,"Public Library Quarterly","20","1",,"9","15",,,"10.1300/J118v20n01_03","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85023477797&doi=10.1300%2fJ118v20n01_03&partnerID=40&md5=3d1b42d612f1abbba4eee7695499c0d8","Nicholson Memorial Library, Garland, TX, United States","Bausch, C., Nicholson Memorial Library, Garland, TX, United States","The author, director of the public library in Garland, Texas, briefly describes the latest branch library in the suburban library system-a building in a former grocery store. Photographs illustrate the new facility. © 2001 by The Haworth Ress, Inc. All rights reserved.","Bond elections; Branch library; Children’s spaces; Conversion; Friends of the library; Retrofitting",01616846,,,Article,"Final","",Scopus,2-s2.0-85023477797
"Krentzin A.","57066985100;","ALEX … the librarian",2001,"Public Library Quarterly","20","1",,"45","",,,"10.1300/J118v20n01_05","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85023436794&doi=10.1300%2fJ118v20n01_05&partnerID=40&md5=8d994d63cfa74a173ed24112a4bf4aec","4157 Cooper Street, Royal Oak, MI, 48073, United States","Krentzin, A., 4157 Cooper Street, Royal Oak, MI, 48073, United States",[No abstract available],,01616846,,,Note,"Final","",Scopus,2-s2.0-85023436794
"Chaudhry A.S., Yeen L.","7101719512;57194850012;","Identification of competencies for professional staff of public libraries",2001,"Public Library Quarterly","20","1",,"17","43",,4,"10.1300/J118v20n01_04","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84896100525&doi=10.1300%2fJ118v20n01_04&partnerID=40&md5=18c60a768a0357cef5aa08fd5a4ae4a8","School of Computer Engineering, Nanyang Technological University, Singapore; National Library Board of Singapore, Singapore","Chaudhry, A.S., School of Computer Engineering, Nanyang Technological University, Singapore; Yeen, L., National Library Board of Singapore, Singapore","This study identified and validated competencies required for public library professionals by seeking the views of public librarians themselves. Competencies relating to management and customer service received high ratings, while traditional competencies related to reference service and collection management seemed much lower in importance. In addition, technological competencies also did not seem to be a priority among public library staff in Singapore. Experienced public librarians who had formal library education and were in managerial positions required significantly different sets of competencies as compared with inexperienced librarians who had no formal library qualifications, particularly those who were not holding management positions at the time of the study. These differing competencies were usually those required for higher level management and planning work. © 2001 by The Haworth Ress, Inc. All rights reserved.","Competencies; Modern library professional; Public librarian",01616846,,,Article,"Final","",Scopus,2-s2.0-84896100525
"Waters B.A.","57046353400;","Women and their work: An annotated bibliography",2001,"Public Library Quarterly","19","4",,"43","50",,,"10.1300/J118v19n04_05","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85023589531&doi=10.1300%2fJ118v19n04_05&partnerID=40&md5=27e7ec44a2964cbe4ba134253bd1aebf","908 NW 36th Terrace, Oklahoma City, OK, 73118, United States","Waters, B.A., 908 NW 36th Terrace, Oklahoma City, OK, 73118, United States","The fourteen books described here provide a rich history and insight with regard to a few of the many women whose lives, work, and compassion have enriched our county and the world these past decades. © 2001 by The Haworth Ress, Inc. All rights reserved.","Courage; Medicine; Politics; Sexual bias; Women",01616846,,,Article,"Final","",Scopus,2-s2.0-85023589531
"Waters R.L.","25633419200;","A brush with compromise: Award-winning architect, art apprentices, city officials agree on movable canvases for downtown library",2001,"Public Library Quarterly","19","4",,"21","26",,,"10.1300/J118v19n04_03","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85023575936&doi=10.1300%2fJ118v19n04_03&partnerID=40&md5=0d736e1e4440cf80e3c365d48d7bb367","Public Library Quarterly, PROVIDENCE Associates Inc., Library Planners and Consultants, Denton, TX, United States","Waters, R.L., Public Library Quarterly, PROVIDENCE Associates Inc., Library Planners and Consultants, Denton, TX, United States","More than two years ago a controversy developed over planned murals on the downtown Albuquerque Public Library. The issue was finally resolved when artists, the architect and city officials compromised: the murals were painted on panels that were attached to the walls of the library building. What transpired, and what steps were taken to reach a successful conclusion? Both the controversy and the compromise are offered as examples that many public library directors and boards find themselves facing when it comes to public art. © 2001 by The Haworth Ress, Inc. All rights reserved.","Apprentice artists; Architect; City officials; Compromise; Controversy; Murals",01616846,,,Article,"Final","",Scopus,2-s2.0-85023575936
"Waters R.L.","25633419200;","Bitter pills",2001,"Public Library Quarterly","19","4",,"61","",,,"10.1300/J118v19n04_08","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85023572386&doi=10.1300%2fJ118v19n04_08&partnerID=40&md5=e6259afb7f59dff834d7376d866369d6",,"Waters, R.L.",[No abstract available],,01616846,,,Note,"Final","",Scopus,2-s2.0-85023572386
"Krentzin A.","57066985100;","ALEX … the librarian",2001,"Public Library Quarterly","19","4",,"51","",,,"10.1300/J118v19n04_06","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85023543145&doi=10.1300%2fJ118v19n04_06&partnerID=40&md5=22bf57184a018b074ab893fa06e47fd4","4157 Cooper Street, Royal Oak, MI, 48073, United States","Krentzin, A., 4157 Cooper Street, Royal Oak, MI, 48073, United States",[No abstract available],,01616846,,,Article,"Final","",Scopus,2-s2.0-85023543145
"Waters R.L.","25633419200;","Editorial",2001,"Public Library Quarterly","19","4",,"1","3",,,"10.1300/J118v19n04_01","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85023524693&doi=10.1300%2fJ118v19n04_01&partnerID=40&md5=1c68b7edd6e3f2a9724652bde2541ea8",,"Waters, R.L.",[No abstract available],,01616846,,,Editorial,"Final","",Scopus,2-s2.0-85023524693
"Yakel E., Colligan C.A.","6506608714;57194849244;","Public library records: Issues of accountability and access",2001,"Public Library Quarterly","19","4",,"5","20",,1,"10.1300/J118v19n04_02","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85023504832&doi=10.1300%2fJ118v19n04_02&partnerID=40&md5=7c2580a63835c7700263a8b67c91fb2f","University of Pittsburgh, School of Information Sciences, United States; University of Pittsburgh Digital Research Library, United States","Yakel, E., University of Pittsburgh, School of Information Sciences, United States; Colligan, C.A., University of Pittsburgh Digital Research Library, United States","Recordkeeping is a main form of institutional accountability. As municipal institutions, public libraries have a special need to be accountable to the public. Twenty-six public libraries participated in a survey of their recordkeeping practices. The authors found a wide variety of extant paper and electronic records. However, libraries reported few policies governing the management of or access to records. Librarians responding to the survey indicated an overall lack of knowledge concerning records-related legislation, such as the Right-to-Know legislation, that is increasingly being used by citizens to request public library records. These findings indicate that public libraries need to better understand best practices for recordkeeping. © 2001 by The Haworth Ress, Inc. All rights reserved.","Accountability; Electronic records; Freedom of information; Public libraries; Recordkeeping; Right-to-know legislation",01616846,,,Article,"Final","",Scopus,2-s2.0-85023504832
"Haider S.J.","7102816314;","Public libraries facilities in Pakistan",2001,"Public Library Quarterly","19","4",,"27","42",,6,"10.1300/J118v19n04_04","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006360252&doi=10.1300%2fJ118v19n04_04&partnerID=40&md5=b9bcaaa8f1c0c1ccb1ea0a8f72834d0d","Department of L I S, University of Karachi, 75270, Pakistan","Haider, S.J., Department of L I S, University of Karachi, 75270, Pakistan","Pakistan is in dire need of a functioning public library system. A profile of the country of Pakistan, and a history of the library in Pakistan, is offered. Pakistan’s literacy rate is one of the lowest in the world: 37 percent. In rural areas, it is 27 percent; in urban areas, 58 percent. Literacy is defined by the government as the ability to write one’s name in any one of Pakistan's languages or in English. The general library history is short-lived. The current system needs much improvement. The author identifies five major factors responsible for the unsatisfactory state of affairs of Pakistan’s public libraries. © 2001 by The Haworth Ress, Inc. All rights reserved.","General library history; Lack of progression; Literacy rate; No library of significance",01616846,,,Article,"Final","",Scopus,2-s2.0-85006360252
"Gregory G.M.","56269007300;","Refocusing our efforts: Case studies on implementation of the library services and technology act",2001,"Public Library Quarterly","19","3",,"3","13",,,"10.1300/J118v19n03_02","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85023565722&doi=10.1300%2fJ118v19n03_02&partnerID=40&md5=260511c63e59a862c7b17d00906c8e0c","New Mexico State University Library, University of Arizona, New Mexico State University, United States","Gregory, G.M., New Mexico State University Library, University of Arizona, New Mexico State University, United States","The Library Services and Technology Act (LSTA) changed the emphasis of federal grants for libraries. LSTA implementation began in 1997. Case studies of LSTA program implementation through state library agencies were conducted in four states. These states chose to implement several different types of programs. The results of these case studies, comparison of state programs, and evaluation of the states’ LSTA plans and projects are presented. © 2001 by The Haworth Ress, Inc. All rights reserved.","Federal grants; Library services and technology act; Lsta; Statewide library programs",01616846,,,Article,"Final","",Scopus,2-s2.0-85023565722
"Krentzin A.","57066985100;","ALEX … the librarian",2001,"Public Library Quarterly","19","3",,"41","",,,"10.1300/J118v19n03_06","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85023539424&doi=10.1300%2fJ118v19n03_06&partnerID=40&md5=431491b4783fc5e70af9297410bdff5b","4157 Cooper Street, Royal Oak, MI, 48073, United States","Krentzin, A., 4157 Cooper Street, Royal Oak, MI, 48073, United States",[No abstract available],,01616846,,,Note,"Final","",Scopus,2-s2.0-85023539424
"Hafter N.E.","26031998200;","For your reference collection? Publications of interest",2001,"Public Library Quarterly","19","3",,"65","71",,,"10.1300/J118v19n03_10","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85023531923&doi=10.1300%2fJ118v19n03_10&partnerID=40&md5=459c2cc25e8e7f2e573b2874abf49c8b","Broward County Public Library, Fort Lauderdale, FL, United States","Hafter, N.E., Broward County Public Library, Fort Lauderdale, FL, United States",[No abstract available],,01616846,,,Article,"Final","",Scopus,2-s2.0-85023531923
"Waters R.L.","25633419200;","Who will be our donors of the future: Are baby boomers shortchanging charity?",2001,"Public Library Quarterly","19","3",,"35","39",,,"10.1300/J118v19n03_05","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85023526618&doi=10.1300%2fJ118v19n03_05&partnerID=40&md5=4cb007b3736202e5f9cd8204f50a0eb5","Providence Associates Inc., Library Planners and Consultants, Cottonwood, AZ, United States","Waters, R.L., Providence Associates Inc., Library Planners and Consultants, Cottonwood, AZ, United States","Figures recently released indicated that charitable giving in the United States was up more than 13 percent over the previous year. That is the good news. However, as the “baby boomers” approach retirement, what will be the future of fundraising and charitable giving in our country and for our libraries? Recent research is somewhat disquiet-ing-to say the least. The parents of baby boomers are more committed to giving. © 2001 by The Haworth Ress, Inc. All rights reserved.","Baby boomers; Charitable giving; Commitment; Fundraising; Parents; Self-indulgence",01616846,,,Article,"Final","",Scopus,2-s2.0-85023526618
"Waters R.L.","25633419200;","Library education awards",2001,"Public Library Quarterly","19","3",,"33","34",,,"10.1300/J118v19n03_04","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85023523778&doi=10.1300%2fJ118v19n03_04&partnerID=40&md5=a66754b4e691bb59eb4f393362bfe2d3","Providence Associates Inc., Library Planners and Consultants, Cottonwood, AZ, United States","Waters, R.L., Providence Associates Inc., Library Planners and Consultants, Cottonwood, AZ, United States",[No abstract available],,01616846,,,Article,"Final","",Scopus,2-s2.0-85023523778
"Waters R.L.","25633419200;","Editorial",2001,"Public Library Quarterly","19","3",,"1","2",,,"10.1300/J118v19n03_01","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85023494614&doi=10.1300%2fJ118v19n03_01&partnerID=40&md5=53cc240904131c6b831671d3383e635c",,"Waters, R.L.",[No abstract available],,01616846,,,Editorial,"Final","",Scopus,2-s2.0-85023494614
"Deshay C.H.","55514924600;","Public library orientation for school-age children",2001,"Public Library Quarterly","19","3",,"57","60",,,"10.1300/J118v19n03_08","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85023460264&doi=10.1300%2fJ118v19n03_08&partnerID=40&md5=70b333797d28908064ca9d696b5db580","Dallas Public Library, PROVIDENCE Associates Inc., Library Planners and Consultants, Cottonwood, AZ, United States","Deshay, C.H., Dallas Public Library, PROVIDENCE Associates Inc., Library Planners and Consultants, Cottonwood, AZ, United States","What is the best way to introduce a class of young children to their public library? The author discusses everything from how to greet the child to using the online access public catalog to a session in the library auditorium. © 2001 by The Haworth Ress, Inc. All rights reserved.","Auditorium; Greeting; Information; Opac; Schedule",01616846,,,Article,"Final","",Scopus,2-s2.0-85023460264
"Takalkar A., Devi T.R.","57194847246;57194849615;","Rural libraries— a comparative study in four states of India",2001,"Public Library Quarterly","19","3",,"43","55",,2,"10.1300/J118v19n03_07","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010568341&doi=10.1300%2fJ118v19n03_07&partnerID=40&md5=c94de7e58f6a402158c26c80179e028d","Centre on Rural Documentation, National Institute of Rural Development, Rajendranagar, Hyderabad, 500 030, India","Takalkar, A., Centre on Rural Documentation, National Institute of Rural Development, Rajendranagar, Hyderabad, 500 030, India; Devi, T.R., Centre on Rural Documentation, National Institute of Rural Development, Rajendranagar, Hyderabad, 500 030, India","The role information plays in socio-economic development can not be over-emphasized. People need different types of information in their day-to-day life and their information seeking behaviour also differs from person to person. In India, 70 percent of the population lives in rural areas. The access the rural population has to information sources is very limited. Libraries, in addition to other sources, form a major source of information. However, the libraries in rural areas, as observed from earlier studies, are traditional in nature and not well equipped to effectively cater to the information needs of the rural people. Non-existence of library legislation in various states of India is one of the factors which adversely affected the development of a library system. This present study examines the status of rural libraries in four states of India, the information needs of the people in the study area, and their information seeking behaviour. The study also examines the role of the latest IT techniques in improving the present status of rural libraries. This study concludes that the libraries existing presently in rural areas are in a poor state of affairs. Lack of adequate resources, financial and human, is identified as the major reason for the present status of rural libraries. As far as information needs, a majority of respondents look for information relating to development schemes, employment opportunities, education, health, etc. Mass media including newspaper, TV, and radio are the major sources of information, followed by relatives/friends, and government officials. This study suggests the transformation of existing libraries or establishing a new set up of dynamic information centres with the help of the latest IT to effectively cater to the information needs of the rural people. © 2001 by The Haworth Ress, Inc. All rights reserved.","Andhra pradesh; Case study; India; Information needs; Information sources; Information use behaviour; Kerala; Madhya pradesh; Orissa; Public libraries; Rural libraries",01616846,,,Article,"Final","",Scopus,2-s2.0-85010568341
"Winston M.D., Neely T.Y.","7102752587;15769502900;","Leadership development and public libraries",2001,"Public Library Quarterly","19","3",,"15","32",,10,"10.1300/J118v19n03_03","https://www.scopus.com/inward/record.uri?eid=2-s2.0-22944454947&doi=10.1300%2fJ118v19n03_03&partnerID=40&md5=465219cb7aff919d9c59f7746609a98a","School of Communication, Information and Library Studies, Rutgers University, 4 Huntington Street, New Brunswick, NJ, 08902, United States; Colorado State University Libraries, Fort Collins, CO, 80523-1019, United States","Winston, M.D., School of Communication, Information and Library Studies, Rutgers University, 4 Huntington Street, New Brunswick, NJ, 08902, United States; Neely, T.Y., Colorado State University Libraries, Fort Collins, CO, 80523-1019, United States","What role does participation in leadership development programs have on involvement in leadership activities for public librarians? In order to begin to address this issue, participants in the Snowbird Leadership Institute were surveyed regarding their involvement in leadership activities and about their perceptions regarding the impact of the leadership development experience on their careers. While it is difficult to identify a direct relationship between participation in a leadership development program and greater participation in leadership activities, the respondents report increased levels of the types of leadership activity that are described in the literature as important for public libraries. © 2001 by The Haworth Ress, Inc. All rights reserved.","Leadership; Leadership development; Public libraries",01616846,,,Article,"Final","",Scopus,2-s2.0-22944454947
"Waters B.","57046353400;","Take me out to the ball game: A compendium of books about America's pastime",2001,"Public Library Quarterly","19","2",,"11","22",,,"10.1300/J118v19n02_03","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85024085732&doi=10.1300%2fJ118v19n02_03&partnerID=40&md5=a885db8db248ae3cbfdf8f9193205290",,"Waters, B.","Judging from the ratings for the 2000 World Series between the Yankees (they won again) and the Mets, one could question the premise that baseball is “America's Pastime.” If you look at the publishing of sports books, there is no question that there are a dozen or more books published about one aspect or another of baseball compared to any other sport -perhaps all other sports combined. Here is a compendium of 28 books about baseball, plus two others that feature baseball players and others associated with the game. This article is intended to prick your interest in the game, to perhaps re-kindle a passion you have lost, and to look forward every spring to “Play Ball!” © 2001 Taylor & Francis Group, LLC.","America's pastime; Baseball; Games; Heroes; Home runs; No-hitters",01616846,,,Article,"Final","",Scopus,2-s2.0-85024085732
"Hafter N.E.","26031998200;","For your reference collection? Publications of interest",2001,"Public Library Quarterly","19","2",,"51","56",,,"10.1300/J118v19n02_09","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85024012168&doi=10.1300%2fJ118v19n02_09&partnerID=40&md5=c29ecd70a9db7be140df8544f4db2a5b","Broward County Public Library, Fort Lauderdale, FL, United States","Hafter, N.E., Broward County Public Library, Fort Lauderdale, FL, United States",[No abstract available],,01616846,,,Article,"Final","",Scopus,2-s2.0-85024012168
